conflict_id,full_conflict_size,context_before_size,conflict_size,context_after_size,resolution_size,parent1_size,parent2_size,base_size
7437b3,14,3,8,3,22,2,3,-1
7438a1,21,3,15,3,34,12,0,-1
7439b1,10,3,4,3,34,1,0,-1
7443a1,62,3,56,3,78,17,36,-1
7444a1,47,3,41,3,59,19,19,-1
7446a1,11,3,5,3,35,1,1,-1
7446b1,10,3,4,3,35,0,1,-1
7446b2,14,3,8,3,37,2,3,-1
7447a1,12,3,6,3,34,2,1,-1
7448a1,10,3,4,3,35,1,0,-1
7452a1,13,3,7,3,31,2,2,-1
7452a2,17,3,11,3,32,4,4,-1
7452a3,13,3,7,3,35,2,2,-1
7452a4,11,3,5,3,33,1,1,-1
7452b1,10,3,4,3,22,1,0,-1
7452b3,13,3,7,3,23,4,0,-1
7452b4,33,3,27,3,31,24,0,-1
7452b5,10,3,4,3,4,0,1,-1
7452b6,16,3,10,3,24,4,3,-1
7452b7,32,3,27,2,41,24,0,-1
7456a1,20,3,14,3,25,8,3,-1
7456a2,11,3,5,3,9,1,1,-1
7456a3,13,3,7,3,34,3,1,-1
7458a1,85,3,79,3,101,17,59,-1
7459a1,11,3,5,3,35,1,1,-1
7459b1,10,3,4,3,32,0,1,-1
7459b2,11,3,5,3,17,1,1,-1
7459b3,14,3,8,3,22,2,3,-1
7460a1,12,3,6,3,34,2,1,-1
7460b1,21,3,15,3,34,12,0,-1
7461a1,10,3,4,3,35,1,0,-1
7466a1,11,3,5,3,35,1,1,-1
7466a2,12,3,6,3,24,2,1,-1
7466b1,10,3,4,3,31,1,0,-1
7466b2,34,3,28,3,31,25,0,-1
7467a1,14,3,8,3,23,3,2,-1
7467a2,11,3,5,3,21,1,1,-1
7467b2,11,3,5,3,19,1,1,-1
7467b3,14,3,8,3,22,2,3,-1
7474a1,14,3,8,3,34,4,1,-1
7474a2,39,3,33,3,63,28,2,-1
7475a1,11,3,5,3,24,2,0,-1
7475a2,11,3,5,3,23,1,1,-1
7475a3,36,3,30,3,60,27,0,-1
7475b1,10,3,4,3,32,0,1,-1
7475b2,11,3,5,3,17,1,1,-1
7475b3,14,3,8,3,22,2,3,-1
7476a1,21,3,15,3,34,12,0,-1
7480a1,11,3,5,3,26,1,1,-1
7480a2,11,3,5,3,40,1,1,-1
7481a1,11,3,5,3,35,1,1,-1
7481b1,10,3,4,3,32,0,1,-1
7481b2,11,3,5,3,17,1,1,-1
7481b3,14,3,8,3,22,2,3,-1
7486a1,11,3,5,3,19,1,1,-1
7486a3,19,3,13,3,142,5,5,-1
7488a1,11,3,5,3,26,1,1,-1
7488a2,11,3,5,3,40,1,1,-1
7489a1,11,3,5,3,35,1,1,-1
7489b1,10,3,4,3,32,0,1,-1
7489b2,11,3,5,3,17,1,1,-1
7489b3,14,3,8,3,22,2,3,-1
7497a1,16,3,10,3,40,3,4,-1
7497a2,14,3,8,3,36,4,1,-1
7497a3,11,3,5,3,36,1,1,-1
7502a1,15,3,9,3,40,1,5,-1
7502a3,14,3,8,3,34,2,3,-1
7502a4,12,3,6,3,37,1,2,-1
7502a5,35,3,30,2,17,9,18,-1
7506a1,11,3,5,3,36,1,1,-1
7506a2,11,3,5,3,36,1,1,-1
7506a4,11,3,5,3,29,1,1,-1
7507a1,18,3,12,3,42,3,6,-1
7507a2,12,3,6,3,37,1,2,-1
7544a1,11,3,5,3,36,2,0,-1
7563a1,12,3,6,3,37,2,1,-1
7585a1,13,3,7,3,37,2,2,-1
7585a2,12,3,6,3,37,2,1,-1
7585a3,12,3,6,3,37,2,1,-1
7585a4,27,3,22,2,17,8,11,-1
7586a1,12,3,6,3,25,2,1,-1
7586a2,11,3,5,3,25,1,1,-1
7586a3,12,3,6,3,37,2,1,-1
7587a1,13,3,7,3,38,2,2,-1
7587a2,12,3,6,3,37,2,1,-1
7587a3,12,3,6,3,37,2,1,-1
7588a1,15,3,9,3,40,2,4,-1
7588a2,12,3,6,3,22,2,1,-1
7588a3,12,3,6,3,22,2,1,-1
7588a4,12,3,6,3,37,2,1,-1
7598a1,19,3,13,3,18,3,7,-1
7603a3,13,3,7,3,146,2,2,-1
7603a4,32,3,26,3,65,11,12,-1
829a1,26,3,20,3,48,14,3,-1
829b1,10,3,4,3,35,1,0,-1
829b2,11,3,5,3,35,1,1,-1
829b3,19,3,13,3,39,5,5,-1
831a1,17,3,11,3,35,7,1,-1
839a1,17,3,11,3,43,6,2,-1
839b1,11,3,5,3,22,1,1,-1
839b2,13,3,7,3,47,1,3,-1
853a1,23,3,17,3,47,8,6,-1
853a2,17,3,11,3,38,2,6,-1
853a3,17,3,11,3,42,2,6,-1
856a1,11,3,5,3,35,1,1,-1
856b1,27,3,21,3,47,13,5,-1
859a1,25,3,19,3,45,11,5,-1
860a1,12,3,6,3,34,0,3,-1
860b1,13,3,7,3,35,1,3,-1
860c1,75,3,69,3,102,8,58,-1
862a1,384,3,378,3,35,374,1,-1
864a1,106,3,100,3,34,1,96,-1
864b1,17,3,11,3,40,3,5,-1
864c2,50,3,44,3,26,13,28,-1
864d1,34,3,28,3,34,7,18,-1
864e1,112,3,106,3,28,13,90,-1
864e2,65,3,59,3,28,21,35,-1
864f1,13,3,7,3,36,2,2,-1
864f2,59,3,53,3,34,24,26,-1
864h1,87,3,83,1,17,40,40,-1
864i1,16,3,10,3,40,7,0,-1
864i2,101,3,95,3,34,54,38,-1
872a1,91,3,85,3,34,49,33,-1
88a1,11,3,5,3,35,1,1,-1
893a1,12,3,6,3,28,1,2,-1
893a2,186,3,180,3,106,92,85,-1
893a3,13,3,7,3,26,1,3,-1
893c1,17,3,11,3,38,4,4,-1
893c2,14,3,8,3,36,3,2,-1
893e1,82,3,76,3,69,38,35,-1
893e2,111,3,105,3,84,52,50,-1
893f1,39,3,33,3,49,15,15,-1
893f2,79,3,73,3,34,36,34,-1
893g1,13,3,7,3,35,3,1,-1
893h2,219,3,213,3,18,111,99,-1
893i1,182,3,176,3,34,86,87,-1
893i2,269,3,263,3,34,128,132,-1
893i3,35,3,29,3,34,13,13,-1
893j1,23,3,17,3,34,1,13,-1
